shipment_id,origin_city,origin_state,origin_latitude,origin_longitude,destination_city,destination_state,destination_latitude,destination_longitude,distance_miles,estimated_travel_time_hours,weight_lbs,volume_cu_ft,driver_id,fuel_cost_usd,toll_cost_usd
SHP01698,Kansas City,MO,39.099728,-94.578567,Raleigh,NC,35.779589,-78.638179,948.95,21.32,35946,2377,DRV163,609.14,7.41
SHP01699,Dallas,TX,32.776664,-96.796988,Detroit,MI,42.331429,-83.045753,1124.7,22.84,37937,1750,DRV190,843.53,21.71
SHP01700,Atlanta,GA,33.748995,-84.387982,San Francisco,CA,37.774929,-122.419416,2398.56,56.43,14748,2174,DRV099,1809.71,48.99
SHP01701,Fresno,CA,36.737798,-119.787125,Dallas,TX,32.776664,-96.796988,1301.46,27.21,43310,1604,DRV003,826.65,45.33
SHP01702,Fort Worth,TX,32.755489,-97.330766,Nashville,TN,36.162664,-86.781601,672.12,15.45,65501,842,DRV049,487.48,1.38
SHP01703,Dallas,TX,32.776664,-96.796988,San Antonio,TX,29.424122,-98.493628,286.04,6.72,29870,2271,DRV153,190.73,45.7
SHP01704,Virginia Beach,VA,36.852929,-75.977985,Philadelphia,PA,39.952583,-75.165222,229.51,5.37,26621,185,DRV159,173.21,1.78
SHP01705,Boston,MA,42.360082,-71.05888,Milwaukee,WI,43.038902,-87.906474,848.6,18.25,51774,106,DRV112,608.62,12.58
SHP01706,Nashville,TN,36.162664,-86.781601,Denver,CO,39.739235,-104.990251,1066.13,21.68,30846,341,DRV058,683.66,17.91
SHP01707,Milwaukee,WI,43.038902,-87.906474,Long Beach,CA,33.77005,-118.193739,1715.32,35.92,31749,331,DRV152,1262.77,25.33
SHP01708,Dallas,TX,32.776664,-96.796988,San Antonio,TX,29.424122,-98.493628,260.2,5.74,24974,2047,DRV097,181.92,30.7
SHP01709,Boston,MA,42.360082,-71.05888,Chicago,IL,41.878113,-87.629799,872.65,20.55,23926,2453,DRV092,604.07,43.61
SHP01710,Charlotte,NC,35.227085,-80.843124,El Paso,TX,31.761857,-106.485022,1505.03,34.37,57275,428,DRV043,1085.12,25.65
SHP01711,Detroit,MI,42.331429,-83.045753,Baltimore,MD,39.290385,-76.612189,433.7,9.77,50878,1615,DRV133,278.12,3.25
SHP01712,Dallas,TX,32.776664,-96.796988,Miami,FL,25.761681,-80.191788,1066.61,22.2,69585,3518,DRV089,801.69,49.41
SHP01713,Sacramento,CA,38.581572,-121.4944,Nashville,TN,36.162664,-86.781601,2058.81,46.59,1828,3449,DRV169,1469.26,38.88
SHP01714,Las Vegas,NV,36.169941,-115.13983,Houston,TX,29.760427,-95.369803,1358.22,28.59,42861,3324,DRV134,1034.87,29.94
SHP01715,Salt Lake City,UT,40.760779,-111.891047,Columbus,OH,39.961176,-82.998794,1566.85,34.46,62221,1939,DRV059,1159.6,18.24
SHP01716,Baltimore,MD,39.290385,-76.612189,Portland,OR,45.515232,-122.678447,2406.92,50.06,3040,134,DRV149,1740.66,1.75
SHP01717,Chicago,IL,41.878113,-87.629799,Oklahoma City,OK,35.46756,-97.516428,679.44,15.71,7017,3857,DRV089,433.29,31.37
SHP01718,Charlotte,NC,35.227085,-80.843124,Dallas,TX,32.776664,-96.796988,1041.23,24.2,25987,485,DRV129,712.19,49.75
SHP01719,Austin,TX,30.267153,-97.743061,Miami,FL,25.761681,-80.191788,1176.5,24.68,11159,401,DRV168,821.15,16.79
SHP01720,San Diego,CA,32.715736,-117.161087,Chicago,IL,41.878113,-87.629799,1809.85,37.99,62257,903,DRV164,1265.16,2
SHP01721,Denver,CO,39.739235,-104.990251,Orlando,FL,28.538336,-81.379234,1513.17,31.16,36464,482,DRV083,1131.63,46.78
SHP01722,San Antonio,TX,29.424122,-98.493628,Memphis,TN,35.149534,-90.04898,692.36,15.46,47106,2070,DRV072,532.69,46.69
SHP01723,New York,NY,40.712776,-74.005974,Houston,TX,29.760427,-95.369803,1607.12,34.57,28282,914,DRV033,1201.98,12.74
SHP01724,Louisville,KY,38.252665,-85.758456,Baltimore,MD,39.290385,-76.612189,555.21,12.88,65742,919,DRV122,364.67,5.3
SHP01725,Columbus,OH,39.961176,-82.998794,Fort Worth,TX,32.755489,-97.330766,912.12,18.75,79177,2264,DRV021,678.88,30.47
SHP01726,San Diego,CA,32.715736,-117.161087,Mesa,AZ,33.415184,-111.831472,354.98,7.75,65433,1660,DRV041,269.93,32.14
SHP01727,San Antonio,TX,29.424122,-98.493628,Phoenix,AZ,33.448376,-112.074037,906.65,19.94,28637,2517,DRV066,661.52,43.99
SHP01728,Atlanta,GA,33.748995,-84.387982,Mesa,AZ,33.415184,-111.831472,1723.96,37.97,50901,2133,DRV085,1208.25,9.5
SHP01729,Miami,FL,25.761681,-80.191788,Virginia Beach,VA,36.852929,-75.977985,799.48,16.67,21900,451,DRV021,553.81,3.43
SHP01730,Colorado Springs,CO,38.833882,-104.821363,Virginia Beach,VA,36.852929,-75.977985,1712.22,35.34,55166,2877,DRV162,1181.54,27.24
SHP01731,Long Beach,CA,33.77005,-118.193739,Chicago,IL,41.878113,-87.629799,1937.88,44.52,11349,2970,DRV172,1274.32,9.95
SHP01732,Miami,FL,25.761681,-80.191788,San Jose,CA,37.338208,-121.886329,2592.11,58.95,5809,1730,DRV147,1720.85,1.89
SHP01733,Kansas City,MO,39.099728,-94.578567,Seattle,WA,47.606209,-122.332071,1472.56,30.02,77074,3834,DRV111,1023.78,10.03
SHP01734,San Jose,CA,37.338208,-121.886329,Phoenix,AZ,33.448376,-112.074037,664.38,14.99,9681,184,DRV146,496.88,22.04
SHP01735,San Francisco,CA,37.774929,-122.419416,Salt Lake City,UT,40.760779,-111.891047,674.82,15.47,11052,1792,DRV085,516.39,36.38
SHP01736,Detroit,MI,42.331429,-83.045753,Memphis,TN,35.149534,-90.04898,599.67,13.09,64417,3833,DRV160,416.6,3.65
SHP01737,Milwaukee,WI,43.038902,-87.906474,El Paso,TX,31.761857,-106.485022,1314.4,30.42,68657,808,DRV099,945.04,13.16
SHP01738,San Jose,CA,37.338208,-121.886329,Washington,DC,38.907192,-77.036871,2662.16,62.81,1538,3308,DRV109,1835.28,38.79
SHP01739,Washington,DC,38.907192,-77.036871,Tucson,AZ,32.221743,-110.926479,1943.9,44.4,59173,2006,DRV006,1329.82,21.64
SHP01740,Miami,FL,25.761681,-80.191788,Nashville,TN,36.162664,-86.781601,867.32,19.29,11618,2192,DRV186,659.74,28.08
SHP01741,Charlotte,NC,35.227085,-80.843124,Jacksonville,FL,30.332184,-81.655651,387.09,8.08,43594,2699,DRV123,257,21.01
SHP01742,Long Beach,CA,33.77005,-118.193739,Detroit,MI,42.331429,-83.045753,1899.03,42.8,18158,3980,DRV002,1371.21,15.52
SHP01743,Los Angeles,CA,34.052235,-118.243683,San Jose,CA,37.338208,-121.886329,296.02,6.86,30338,2337,DRV124,214.19,1.18
SHP01744,El Paso,TX,31.761857,-106.485022,Mesa,AZ,33.415184,-111.831472,329.81,7.78,44463,2374,DRV144,244.66,43.47
SHP01745,Austin,TX,30.267153,-97.743061,San Francisco,CA,37.774929,-122.419416,1615.83,37.75,57030,2616,DRV037,1170.1,25.39
SHP01746,Indianapolis,IN,39.768402,-86.158068,Los Angeles,CA,34.052235,-118.243683,1978.57,45.73,56850,2860,DRV022,1470.06,0.4
SHP01747,Detroit,MI,42.331429,-83.045753,Baltimore,MD,39.290385,-76.612189,450.51,9.82,47345,340,DRV177,331.32,7.19
SHP01748,Las Vegas,NV,36.169941,-115.13983,Mesa,AZ,33.415184,-111.831472,266.88,6.16,9114,2182,DRV117,176.2,9.06
SHP01749,Indianapolis,IN,39.768402,-86.158068,Oklahoma City,OK,35.46756,-97.516428,664.51,15.69,62507,185,DRV199,497.41,35.43
SHP01750,Kansas City,MO,39.099728,-94.578567,Austin,TX,30.267153,-97.743061,655.11,15.13,36930,238,DRV003,489.79,45.74
SHP01751,Nashville,TN,36.162664,-86.781601,Houston,TX,29.760427,-95.369803,721.27,16.3,58307,3937,DRV023,490.59,1.73
SHP01752,Omaha,NE,41.256537,-95.997988,El Paso,TX,31.761857,-106.485022,854.67,20.08,67265,1671,DRV191,569.5,23.74
SHP01753,Charlotte,NC,35.227085,-80.843124,San Antonio,TX,29.424122,-98.493628,1167.69,24.36,3289,1886,DRV139,769.91,32.78
SHP01754,Washington,DC,38.907192,-77.036871,Philadelphia,PA,39.952583,-75.165222,135.01,2.87,2844,1965,DRV098,102.36,0.24
SHP01755,Tucson,AZ,32.221743,-110.926479,Los Angeles,CA,34.052235,-118.243683,487.54,9.96,18497,2645,DRV181,309.24,0.65
SHP01756,Denver,CO,39.739235,-104.990251,Boston,MA,42.360082,-71.05888,1992.21,43.89,25462,3000,DRV058,1517.91,34.56
SHP01757,Mesa,AZ,33.415184,-111.831472,Virginia Beach,VA,36.852929,-75.977985,2050.13,46.85,30644,2335,DRV080,1383.52,24.42
SHP01758,Dallas,TX,32.776664,-96.796988,Omaha,NE,41.256537,-95.997988,607.94,13.31,51416,2803,DRV134,439.87,11.73
SHP01759,Seattle,WA,47.606209,-122.332071,Las Vegas,NV,36.169941,-115.13983,857.76,17.69,1111,719,DRV088,597.48,41.34
SHP01760,Fresno,CA,36.737798,-119.787125,Columbus,OH,39.961176,-82.998794,1960.17,45.04,70697,1208,DRV166,1336.56,3.31
SHP01761,Las Vegas,NV,36.169941,-115.13983,Columbus,OH,39.961176,-82.998794,1911.96,38.52,34724,1935,DRV112,1336.4,20.76
SHP01762,Boston,MA,42.360082,-71.05888,Detroit,MI,42.331429,-83.045753,634.53,14.78,39654,952,DRV067,405.13,34.46
SHP01763,Columbus,OH,39.961176,-82.998794,Detroit,MI,42.331429,-83.045753,160.68,3.37,32907,3316,DRV169,115.79,25.86
SHP01764,San Antonio,TX,29.424122,-98.493628,Milwaukee,WI,43.038902,-87.906474,1202.76,25.82,78625,532,DRV012,845.72,17.39
SHP01765,Jacksonville,FL,30.332184,-81.655651,Colorado Springs,CO,38.833882,-104.821363,1464.8,31.86,45039,2442,DRV091,1068.61,39.45
SHP01766,Milwaukee,WI,43.038902,-87.906474,Indianapolis,IN,39.768402,-86.158068,266.39,5.68,16086,3375,DRV091,190.57,11.64
SHP01767,Miami,FL,25.761681,-80.191788,Raleigh,NC,35.779589,-78.638179,730.53,15.38,49350,2419,DRV017,486.7,10.24
SHP01768,Oklahoma City,OK,35.46756,-97.516428,Washington,DC,38.907192,-77.036871,1187.87,27.46,41371,2531,DRV093,888.97,23.05
SHP01769,Salt Lake City,UT,40.760779,-111.891047,Charlotte,NC,35.227085,-80.843124,1882.94,41.97,36732,2212,DRV158,1214.7,10.78
SHP01770,Indianapolis,IN,39.768402,-86.158068,Dallas,TX,32.776664,-96.796988,839.68,19.73,11135,3313,DRV118,565.34,16.74
SHP01771,Oklahoma City,OK,35.46756,-97.516428,Denver,CO,39.739235,-104.990251,480.96,10.74,20515,882,DRV072,327.91,31.34
SHP01772,Orlando,FL,28.538336,-81.379234,Atlanta,GA,33.748995,-84.387982,432.41,9.88,16638,3227,DRV178,277.56,37.06
SHP01773,Denver,CO,39.739235,-104.990251,Tucson,AZ,32.221743,-110.926479,595.64,13.73,41030,519,DRV041,411.15,3.1
SHP01774,Denver,CO,39.739235,-104.990251,Memphis,TN,35.149534,-90.04898,982.12,22.76,25042,3405,DRV096,619.59,43.07
SHP01775,Fresno,CA,36.737798,-119.787125,Albuquerque,NM,35.084385,-106.650422,737.88,15.67,46257,297,DRV083,564.39,21.76
SHP01776,Colorado Springs,CO,38.833882,-104.821363,Atlanta,GA,33.748995,-84.387982,1217.69,25.59,79492,3442,DRV097,849.56,43.15
SHP01777,San Francisco,CA,37.774929,-122.419416,San Diego,CA,32.715736,-117.161087,507.25,11.03,47725,3800,DRV059,366.59,13.73
SHP01778,Mesa,AZ,33.415184,-111.831472,Albuquerque,NM,35.084385,-106.650422,360.22,7.29,73174,2171,DRV123,263.87,43.51
SHP01779,Dallas,TX,32.776664,-96.796988,San Jose,CA,37.338208,-121.886329,1391.44,32.19,46891,3970,DRV200,906,25.26
SHP01780,Albuquerque,NM,35.084385,-106.650422,Omaha,NE,41.256537,-95.997988,780.38,17.66,14082,2411,DRV145,525.26,40.5
SHP01781,Milwaukee,WI,43.038902,-87.906474,Indianapolis,IN,39.768402,-86.158068,236.16,5.52,36165,2961,DRV167,176.67,32.55
SHP01782,Nashville,TN,36.162664,-86.781601,Los Angeles,CA,34.052235,-118.243683,1898.21,38.96,14062,238,DRV084,1336.84,15.85
SHP01783,Long Beach,CA,33.77005,-118.193739,Fort Worth,TX,32.755489,-97.330766,1179.22,25.52,57825,366,DRV069,847.56,22.5
SHP01784,Dallas,TX,32.776664,-96.796988,Fresno,CA,36.737798,-119.787125,1341.94,31.52,8881,2134,DRV129,977.06,33.27
SHP01785,Chicago,IL,41.878113,-87.629799,Long Beach,CA,33.77005,-118.193739,1842.73,39.09,68413,1325,DRV083,1299.68,16.51
SHP01786,Seattle,WA,47.606209,-122.332071,Las Vegas,NV,36.169941,-115.13983,910.97,20.1,65994,2030,DRV010,587.84,6.86
SHP01787,Milwaukee,WI,43.038902,-87.906474,Omaha,NE,41.256537,-95.997988,444.03,9.83,13114,1778,DRV003,337.82,10.18
SHP01788,Boston,MA,42.360082,-71.05888,San Jose,CA,37.338208,-121.886329,2794.44,64.54,55179,3656,DRV130,1788.35,44.62
SHP01789,San Diego,CA,32.715736,-117.161087,Las Vegas,NV,36.169941,-115.13983,292.38,6.52,15784,3825,DRV067,212.53,41.17
SHP01790,New York,NY,40.712776,-74.005974,Fort Worth,TX,32.755489,-97.330766,1435.98,29.34,61744,2442,DRV085,982.25,37.71
SHP01791,Nashville,TN,36.162664,-86.781601,Mesa,AZ,33.415184,-111.831472,1372.95,30.86,15147,3422,DRV126,1032.87,5.59
SHP01792,Long Beach,CA,33.77005,-118.193739,Colorado Springs,CO,38.833882,-104.821363,891.25,19.1,38670,3762,DRV073,578.49,28.87
SHP01793,Nashville,TN,36.162664,-86.781601,San Jose,CA,37.338208,-121.886329,1843.48,40.71,54363,196,DRV065,1248.81,16.18
SHP01794,Raleigh,NC,35.779589,-78.638179,Colorado Springs,CO,38.833882,-104.821363,1649.36,35.33,56876,1084,DRV073,1161.08,0.86
SHP01795,Dallas,TX,32.776664,-96.796988,Louisville,KY,38.252665,-85.758456,753.86,17.11,14245,2871,DRV009,487.04,48.04
SHP01796,Virginia Beach,VA,36.852929,-75.977985,Austin,TX,30.267153,-97.743061,1401.59,28.48,27979,3507,DRV082,1040.48,3.15
SHP01797,Phoenix,AZ,33.448376,-112.074037,Oklahoma City,OK,35.46756,-97.516428,821.44,19.1,13478,755,DRV018,559.05,35.52
SHP01798,Jacksonville,FL,30.332184,-81.655651,Dallas,TX,32.776664,-96.796988,1030.56,24.15,67190,2755,DRV004,759.27,7.56
SHP01799,Los Angeles,CA,34.052235,-118.243683,San Diego,CA,32.715736,-117.161087,116.89,2.75,51027,593,DRV175,82.1,46.57
SHP01800,Philadelphia,PA,39.952583,-75.165222,Louisville,KY,38.252665,-85.758456,583.68,12.7,37482,1215,DRV106,417.39,47.6
SHP01801,Baltimore,MD,39.290385,-76.612189,Boston,MA,42.360082,-71.05888,403.4,8.6,59168,1298,DRV092,288.2,17.67
SHP01802,Baltimore,MD,39.290385,-76.612189,Sacramento,CA,38.581572,-121.4944,2584.83,58.19,47522,3537,DRV102,1980.55,8.68
SHP01803,Jacksonville,FL,30.332184,-81.655651,Las Vegas,NV,36.169941,-115.13983,2227.8,51.92,66829,1049,DRV072,1620.71,28.94
SHP01804,Orlando,FL,28.538336,-81.379234,Las Vegas,NV,36.169941,-115.13983,2285.54,48.09,35066,469,DRV057,1476.87,12.81
SHP01805,Columbus,OH,39.961176,-82.998794,Fort Worth,TX,32.755489,-97.330766,980.7,22.93,31503,860,DRV031,694.97,30.19
SHP01806,Phoenix,AZ,33.448376,-112.074037,Omaha,NE,41.256537,-95.997988,1164.58,25.85,31044,806,DRV054,740.03,18.22
SHP01807,Boston,MA,42.360082,-71.05888,Oklahoma City,OK,35.46756,-97.516428,1560.26,36.3,77760,3484,DRV152,994.56,44.1
SHP01808,Raleigh,NC,35.779589,-78.638179,Sacramento,CA,38.581572,-121.4944,2353.64,48.77,69216,3903,DRV164,1742.98,25.13
SHP01809,Fort Worth,TX,32.755489,-97.330766,Houston,TX,29.760427,-95.369803,271.49,6.06,77981,3252,DRV148,174.1,15.39
SHP01810,Kansas City,MO,39.099728,-94.578567,San Diego,CA,32.715736,-117.161087,1280.18,28.27,23055,350,DRV162,814.82,40.45
SHP01811,Memphis,TN,35.149534,-90.04898,Philadelphia,PA,39.952583,-75.165222,840.02,19.21,1369,611,DRV080,570.21,41.2
SHP01812,Fresno,CA,36.737798,-119.787125,Las Vegas,NV,36.169941,-115.13983,274.16,6.34,48185,3341,DRV120,174.26,29.84
SHP01813,Colorado Springs,CO,38.833882,-104.821363,Tucson,AZ,32.221743,-110.926479,617.05,13.9,50575,3424,DRV071,460.59,9.72
SHP01814,New York,NY,40.712776,-74.005974,Nashville,TN,36.162664,-86.781601,863.22,18.57,65010,606,DRV106,646.85,36.78
SHP01815,Portland,OR,45.515232,-122.678447,San Jose,CA,37.338208,-121.886329,555.76,11.59,45556,2448,DRV055,404.73,20.84
SHP01816,Atlanta,GA,33.748995,-84.387982,Los Angeles,CA,34.052235,-118.243683,2147.21,48.11,68374,3390,DRV197,1373.22,27.81
SHP01817,Long Beach,CA,33.77005,-118.193739,Tucson,AZ,32.221743,-110.926479,466.92,10.49,42311,1173,DRV081,344.04,35.24
SHP01818,Fort Worth,TX,32.755489,-97.330766,Phoenix,AZ,33.448376,-112.074037,952.12,21.08,77770,2531,DRV187,647.72,38.79
SHP01819,Charlotte,NC,35.227085,-80.843124,Long Beach,CA,33.77005,-118.193739,2017.71,42.5,57837,1974,DRV085,1281.12,44.96
SHP01820,Sacramento,CA,38.581572,-121.4944,Long Beach,CA,33.77005,-118.193739,382.06,7.71,26147,714,DRV163,247.37,11.78
SHP01821,Chicago,IL,41.878113,-87.629799,Phoenix,AZ,33.448376,-112.074037,1464.44,29.29,31600,940,DRV183,1036.36,9.78
SHP01822,Kansas City,MO,39.099728,-94.578567,Portland,OR,45.515232,-122.678447,1474.32,31.97,40904,2637,DRV110,1104.35,12.83
SHP01823,Austin,TX,30.267153,-97.743061,Nashville,TN,36.162664,-86.781601,779.99,18.33,41201,3680,DRV194,492.96,7.77
SHP01824,Memphis,TN,35.149534,-90.04898,San Diego,CA,32.715736,-117.161087,1704.49,34.28,59945,251,DRV114,1240.3,20.78
SHP01825,Phoenix,AZ,33.448376,-112.074037,Colorado Springs,CO,38.833882,-104.821363,531.08,12.19,35566,850,DRV025,376.81,25.4
SHP01826,Albuquerque,NM,35.084385,-106.650422,Colorado Springs,CO,38.833882,-104.821363,315.22,6.41,43340,1203,DRV033,204.42,9.35
SHP01827,San Diego,CA,32.715736,-117.161087,Milwaukee,WI,43.038902,-87.906474,1843.97,37.01,51592,1731,DRV006,1276.83,36.49
SHP01828,Charlotte,NC,35.227085,-80.843124,San Diego,CA,32.715736,-117.161087,2285.4,50.36,53498,3033,DRV044,1444.01,34.63
SHP01829,Colorado Springs,CO,38.833882,-104.821363,Albuquerque,NM,35.084385,-106.650422,278.76,5.81,76750,1418,DRV180,207.11,7.27
SHP01830,Orlando,FL,28.538336,-81.379234,Tucson,AZ,32.221743,-110.926479,1847.48,41.3,65061,2466,DRV038,1294.97,21.82
SHP01831,Virginia Beach,VA,36.852929,-75.977985,Austin,TX,30.267153,-97.743061,1396.08,30.95,25791,3845,DRV021,955.3,20.19
SHP01832,Colorado Springs,CO,38.833882,-104.821363,Sacramento,CA,38.581572,-121.4944,966.8,20.96,53295,330,DRV078,669.06,25.13
SHP01833,Salt Lake City,UT,40.760779,-111.891047,Atlanta,GA,33.748995,-84.387982,1814.55,42.08,62983,3017,DRV124,1307.65,44.61
SHP01834,Fort Worth,TX,32.755489,-97.330766,Chicago,IL,41.878113,-87.629799,903.28,21.33,66199,273,DRV143,608.55,43.32
SHP01835,Washington,DC,38.907192,-77.036871,New York,NY,40.712776,-74.005974,220.66,5.06,8575,1294,DRV095,160.75,5.63
SHP01836,Denver,CO,39.739235,-104.990251,Tucson,AZ,32.221743,-110.926479,605.1,14,48905,3657,DRV168,414.5,34.52
SHP01837,Fort Worth,TX,32.755489,-97.330766,Baltimore,MD,39.290385,-76.612189,1183.11,27.66,46811,2723,DRV177,896.34,28.84
SHP01838,Colorado Springs,CO,38.833882,-104.821363,Sacramento,CA,38.581572,-121.4944,940.72,20.9,21870,3102,DRV136,641.72,30.18
SHP01839,Fresno,CA,36.737798,-119.787125,Baltimore,MD,39.290385,-76.612189,2357.22,52.05,31510,1628,DRV082,1488.28,22.74
SHP01840,Raleigh,NC,35.779589,-78.638179,San Antonio,TX,29.424122,-98.493628,1281.84,27.33,1097,3356,DRV008,979.03,23.65
SHP01841,Dallas,TX,32.776664,-96.796988,Albuquerque,NM,35.084385,-106.650422,575.45,11.6,8637,3017,DRV169,370.04,11.53
SHP01842,Chicago,IL,41.878113,-87.629799,San Francisco,CA,37.774929,-122.419416,1994.15,44.03,47376,2579,DRV143,1277.17,5.46
SHP01843,Fresno,CA,36.737798,-119.787125,Oklahoma City,OK,35.46756,-97.516428,1277.33,29.78,30882,1276,DRV072,850.11,35.66
SHP01844,Atlanta,GA,33.748995,-84.387982,Fort Worth,TX,32.755489,-97.330766,797.61,17,77383,2981,DRV016,610.87,15.01
SHP01845,Louisville,KY,38.252665,-85.758456,Salt Lake City,UT,40.760779,-111.891047,1458.89,31.71,28781,2518,DRV058,965.69,37.14
SHP01846,Fresno,CA,36.737798,-119.787125,Fort Worth,TX,32.755489,-97.330766,1477.75,32.07,75339,997,DRV189,936.09,25.66
SHP01847,Seattle,WA,47.606209,-122.332071,Las Vegas,NV,36.169941,-115.13983,941.3,19.59,15627,3146,DRV167,677.73,36.31
SHP01848,Phoenix,AZ,33.448376,-112.074037,Atlanta,GA,33.748995,-84.387982,1805.24,38.53,6143,1339,DRV013,1155.47,18.63
SHP01849,San Antonio,TX,29.424122,-98.493628,Boston,MA,42.360082,-71.05888,1914.01,44.15,24922,3479,DRV057,1326.43,49.84
SHP01850,Detroit,MI,42.331429,-83.045753,Las Vegas,NV,36.169941,-115.13983,1696.04,37.23,35533,2400,DRV152,1142.25,1.28
SHP01851,Raleigh,NC,35.779589,-78.638179,Austin,TX,30.267153,-97.743061,1159.32,25.09,73980,2510,DRV156,736.03,12.53
SHP01852,Milwaukee,WI,43.038902,-87.906474,Los Angeles,CA,34.052235,-118.243683,1992.62,45.01,35286,2394,DRV171,1495.25,6.57
SHP01853,Oklahoma City,OK,35.46756,-97.516428,Dallas,TX,32.776664,-96.796988,188.83,4.05,1287,2658,DRV009,133.22,25.1
SHP01854,Baltimore,MD,39.290385,-76.612189,Las Vegas,NV,36.169941,-115.13983,2411.33,56.76,78195,1146,DRV108,1537.61,21.23
SHP01855,Long Beach,CA,33.77005,-118.193739,Mesa,AZ,33.415184,-111.831472,352.43,7.64,41615,3819,DRV144,246.29,27.16
SHP01856,Atlanta,GA,33.748995,-84.387982,New York,NY,40.712776,-74.005974,809.12,18.77,49876,3644,DRV135,587.07,33.91
SHP01857,Las Vegas,NV,36.169941,-115.13983,Colorado Springs,CO,38.833882,-104.821363,673.04,14.81,39949,3699,DRV129,459.13,37.95
SHP01858,San Diego,CA,32.715736,-117.161087,Fresno,CA,36.737798,-119.787125,361.61,7.31,51214,3946,DRV105,246.22,12.5
SHP01859,Fort Worth,TX,32.755489,-97.330766,Atlanta,GA,33.748995,-84.387982,814.04,16.86,48003,567,DRV034,523.62,45.06
SHP01860,Austin,TX,30.267153,-97.743061,Albuquerque,NM,35.084385,-106.650422,619.96,14.13,45902,2103,DRV199,459.2,19.78
SHP01861,Austin,TX,30.267153,-97.743061,Salt Lake City,UT,40.760779,-111.891047,1060.71,23.39,66002,2467,DRV115,728.29,16.57
SHP01862,Raleigh,NC,35.779589,-78.638179,Jacksonville,FL,30.332184,-81.655651,404.88,9.06,5765,3982,DRV011,268.71,47.6
SHP01863,Long Beach,CA,33.77005,-118.193739,Baltimore,MD,39.290385,-76.612189,2614.07,61.76,22795,1363,DRV009,1986.35,5.57
SHP01864,Milwaukee,WI,43.038902,-87.906474,Kansas City,MO,39.099728,-94.578567,446.96,10.57,44873,2695,DRV149,295.15,36.83
SHP01865,Mesa,AZ,33.415184,-111.831472,New York,NY,40.712776,-74.005974,2359.96,49.13,32774,2820,DRV062,1627.08,12.24
SHP01866,Baltimore,MD,39.290385,-76.612189,Oklahoma City,OK,35.46756,-97.516428,1297.87,27.02,17976,2654,DRV087,823.67,17.53
SHP01867,Jacksonville,FL,30.332184,-81.655651,El Paso,TX,31.761857,-106.485022,1535.05,31.68,31214,1646,DRV175,1095,8.95
SHP01868,Oklahoma City,OK,35.46756,-97.516428,Orlando,FL,28.538336,-81.379234,1029.96,22.58,73786,2712,DRV098,760.85,3.61
SHP01869,El Paso,TX,31.761857,-106.485022,Fort Worth,TX,32.755489,-97.330766,593.99,12.22,76125,956,DRV178,432.9,28.3
SHP01870,Denver,CO,39.739235,-104.990251,Seattle,WA,47.606209,-122.332071,1108.26,25.43,57295,1535,DRV196,745.19,8.94
SHP01871,Boston,MA,42.360082,-71.05888,San Francisco,CA,37.774929,-122.419416,2714.53,61.7,63134,1599,DRV122,1972.17,3.09
SHP01872,Louisville,KY,38.252665,-85.758456,El Paso,TX,31.761857,-106.485022,1230.64,26.99,54156,1166,DRV195,927.44,43.78
SHP01873,Kansas City,MO,39.099728,-94.578567,El Paso,TX,31.761857,-106.485022,802.04,16.52,47401,734,DRV165,505.42,39.62
SHP01874,El Paso,TX,31.761857,-106.485022,Memphis,TN,35.149534,-90.04898,1118.75,25.3,14070,1275,DRV149,755.33,29.01
SHP01875,Chicago,IL,41.878113,-87.629799,Mesa,AZ,33.415184,-111.831472,1619.14,32.64,47498,3457,DRV043,1074.91,21.03
SHP01876,Indianapolis,IN,39.768402,-86.158068,Louisville,KY,38.252665,-85.758456,121.37,2.72,59003,2501,DRV086,92.49,2.17
SHP01877,Detroit,MI,42.331429,-83.045753,San Francisco,CA,37.774929,-122.419416,2182.75,48.74,48555,1554,DRV056,1637.45,39.89
